英文,中文
ogata_chieri,ogata chieri
ogata_hyakunosuke,ogata hyakunosuke
oguri_cap_(umamusume),小笠帽（鲜肉）
ohara_mari,ohara玛丽
ohtsuki_yui,ohtsuki yui
oikawa_shizuku,oikawa滴来说
okabe_rintarou,okabe rintarou
okazaki_tomoya,冈崎tomoya
okazaki_ushio,冈崎ushio
okazaki_yumemi,冈崎yumemi
okinami_(kancolle),okinami (kancolle)
okita_j._souji_(fate),Okita j. souji（命运）
okita_sougo,okita sougo
okita_souji_(alter)_(fate),Okita souji（改变）（命运）
okita_souji_(fate),Okita souji（命运）
okita_souji_(koha/ace),Okita souji （koha/ace）
oktavia_von_seckendorff,奥克塔维亚·冯·塞肯多夫
okumura_haru,时候喜欢haru
okusawa_misaki,okusawa岬
omaru_polka,omaru波尔卡
onozuka_komachi,onozuka komachi
ooi_(kancolle),ooi认为(kancolle)
ooji_mochizou,ooji mochizou
ookami_mio,ookami绪
oomori_yuuko,oomori侑子
oomuro_sakurako,oomuro sakurako
oosaki_amana,oosaki玛拿顶
oosaki_tenka,oosaki天化
ooshio_(kancolle),ooshio (kancolle)
ooyodo_(kancolle),ooyodo (kancolle)
oozora_subaru,oozora斯巴鲁
optimus_prime,擎天柱
orange_pekoe_(girls_und_panzer),橙色pekoe（女孩和坦克）
oreki_houtarou,oreki houtarou
oribe_yasuna,oribe yasuna
orihara_izaya,orihara izaya
osakabe-hime_(fate),osakabe-hime(命运)
oshawott,oshawott
oshida_(girls_und_panzer),大田（女孩和坦克）
oshino_ougi,oshino ougi
oshino_shinobu,oshino shinobu
otokura_yuuki,otokura较
otonashi_(angel_beats!),Otonashi（天使节拍！）
otonashi_kotori,otonashi可是
ouma_kokichi,欧kokichi
oumae_kumiko,oumae久美子
ouro_kronii,ouro kronii
oyama_mahiro,oyama mahiro
oyashio_(kancolle),亲潮(kancolle)
p-head_producer,p-head生产商
paimon_(genshin_impact),Paimon（源心撞击）
palutena,palutena
pannacotta_fugo,pannacotta fugo
panty_(psg),短裤(psg)
passionlip_(fate),passionlip(命运)
patchouli_knowledge,广藿香的知识
paul_bunyan_(fate),保罗·班扬（命运）
pearl_(splatoon),珍珠(splatoon)
pecorine_(princess_connect!),Pecorine（公主连接！）
pepperoni_(girls_und_panzer),意大利辣香肠（女孩和坦克）
perrine_h._clostermann,Perrine h. clostermann
perth_(kancolle),珀斯(kancolle)
pharah_(overwatch),pharah(看守)
phosphophyllite,phosphophyllite
pichu,pichu
piers_(pokemon),皮尔斯(口袋妖怪)
pikachu,皮卡丘
ping_hai_(azur_lane),平海（蔚蓝巷）
pipimi,pipimi
piplup,piplup
pit_(kid_icarus),Pit（小伊卡洛斯）
plasma-chan_(kancolle),plasma-chan (kancolle)
platelet_(hataraku_saibou),血小板（hataraku saibou）
platinum_the_trinity,白金三位一体
pneuma_(xenoblade),元气(xenoblade)
pod_(nier_automata),Pod（自动机）
poison_(final_fight),毒药（最后一战）
pola_(kancolle),普拉(kancolle)
popplio,popplio
popuko,popuko
power_(chainsaw_man),动力（电锯人）
pramanix_(arknights),pramanix (arknights)
priest_(dq3),牧师(dq3)
priest_(ragnarok_online),牧师（诸神黄昏在线版）
princess_daisy,黛西公主
princess_king_boo,国王公主布
princess_of_moonbrook,月溪公主
princess_of_the_crystal,水晶公主
princess_peach,桃子公主
princess_serenity,公主的宁静
princess_zelda,塞尔达公主
prinny,prinny
prinz_eugen_(azur_lane),欧根亲王（蔚蓝巷）
prinz_eugen_(kancolle),欧根亲王（坎科尔）
prinz_eugen_(unfading_smile)_(azur_lane),欧根亲王（永不褪色的微笑）（蓝巷）
prisma_illya,棱镜illya
producer_(idolmaster),生产商(idolmaster)
producer_(idolmaster_cinderella_girls_anime),制作人（偶像大师灰姑娘动画）
prussia_(hetalia),普鲁士(hetalia)
purple_heart,紫心勋章
puru-see_(hoshizuki_(seigetsu)),Puru-see （hoshizuki）
pyonta,pyonta
pyra_(pro_swimmer)_(xenoblade),Pyra（职业游泳运动员）（异种叶片）
pyra_(xenoblade),pyra (xenoblade)
pyrrha_nikos,皮拉nikos
qiqi_(genshin_impact),奇奇（根心冲击）
queen_elizabeth_(azur_lane),伊丽莎白女王（蓝色巷）
rabbit_yukine,兔子yukine
rachel_alucard,雷切尔阿路卡德
ragna_the_bloodedge,拉格纳
raichu,raichu
raiden_mei,雷电梅
raiden_shogun,雷电将军
raihan_(pokemon),raihan(口袋妖怪)
rainbow_mika,彩虹米卡
raising_heart,提高心
ram_(re:zero),ram (re: 0)
ramlethal_valentine,ramlethal情人节
ranka_lee,李蓝卡
ranma-chan,ranma-chan
raphtalia,raphtalia
raven_(tales),乌鸦(故事)
re-class_battleship,re-class战舰
red_(pokemon),红色(口袋妖怪)
regina_(dokidoki!_precure),regina (dokidoki !预塑化)
reiner_braun,reiner布劳恩
reines_el-melloi_archisorte,Reines el-melloi archisorte
reinforce,加强
reinforce_zwei,加强请来两
reisalin_stout,reisalin结实的
reisen_(touhou_bougetsushou),Reisen（你怎么买的？）
reisen_udongein_inaba,Reisen udongein inaba
reiuji_utsuho,reiuji utsuho
reiuji_utsuho_(bird),柳条（鸟）
reizei_mako,reizei尖吻鲭鲨
rem_(re:zero),快速眼动(re: 0)
remilia_scarlet,remilia猩红色
rena_erindel,rena erindel
rensouhou-chan,rensouhou-chan
rensouhou-kun,rensouhou-kun
revy_(black_lagoon),雷维（黑泻湖）
rex_(xenoblade),雷克斯(xenoblade)
reze_(chainsaw_man),雷兹（电锯人）
rhea_(fire_emblem),瑞亚（火焰标志）
ri-class_heavy_cruiser,i级重巡洋舰
rias_gremory,ria gremory
rice_shower_(umamusume),米淋（umumumum）
richelieu_(kancolle),黎塞留(kancolle)
riesz,黎兹
rimuru_tempest,rimuru风暴
ringo_(touhou),林格(touhou)
rita_mordio,丽塔mordio
rita_rossweisse,丽塔rossweisse
riven_(league_of_legends),Riven（英雄联盟）
ro635_(girls'_frontline),Ro635（女生前线）
ro-500_(kancolle),ro - 500 (kancolle)
robin_(fire_emblem),罗宾（火焰徽章）
robin_(fire_emblem)_(female),罗宾（火焰徽章）（女）
robin_(fire_emblem)_(male),罗宾（火焰徽章）（男）
robin_hood_(fate),罗宾汉（命运）
roboco-san,roboco-san
roll_(mega_man),滚动（洛克人）
roll_caskett_(mega_man),Roll caskett（洛克人）
roma_(kancolle),罗马(kancolle)
romani_archaman,吉普赛archaman
roon_(azur_lane),房间（蓝巷）
roronoa_zoro,roronoa zoro
rosa_(pokemon),罗莎(口袋妖怪)
rosa_farrell,罗莎·法雷尔
rosalina,rosalina
rosaria_(genshin_impact),玫瑰病（genshin撞击）
rosehip_(girls_und_panzer),玫瑰果（女孩和坦克）
rossweisse,rossweisse
roto,拿出来
rotom,rotom
rotom_phone,rotom电话
rowlet,rowlet
roxie_(pokemon),洛克希(口袋妖怪)
roy_(fire_emblem),罗伊（火焰徽章）
roy_mustang,罗伊野马
royal_penguin_(kemono_friends),皇家企鹅（kemono的朋友）
ru-class_battleship,ru-class战舰
ruby_rose,ruby玫瑰
rukuriri_(girls_und_panzer),Rukuriri（女孩和坦克）
rumia,rumia
russia_(hetalia),俄罗斯(hetalia)
rx-78-2,rx - 78 - 2
rydia_(ff4),rydia (ff4)
ryougi_shiki,ryougi志贵
ryu_(street_fighter),柳（街头霸王）
ryuuguu_rena,ryuuguu丽娜
ryuuhou_(kancolle),ryuuhou (kancolle)
ryuujou_(kancolle),ryuujou (kancolle)
ryuuzaki_kaoru,ryuuzaki kaoru
saber,军刀
saber_alter,军刀改变
saber_lily,军刀莉莉
sabrina_(pokemon),塞布丽娜(口袋妖怪)
sado_(kancolle),茶道(kancolle)
sage_(dq3),圣人(dq3)
sagisawa_fumika,sagisawa fumika
saigusa_haruka,saigusa haruka
saigyouji_yuyuko,saigyouji yuyuko
saihara_shuuichi,saihara shuuichi
sailor_chibi_moon,水手赤壁月
sailor_jupiter,水手木星
sailor_mars,水手火星
sailor_mercury,水星水手
sailor_moon,美少女战士
sailor_saturn,水手土星
sailor_uranus,水手天王星
sailor_venus,水手金星
sairenji_haruna,sairenji haruna
saitama_(one-punch_man),埼玉（一拳侠）
sajo_yukimi,sajo yukimi
sakagami_tomoyo,sakagami寺
sakaguchi_karina,坂口香里奈
sakamoto_mio,坂本绪
sakata_gintoki,坂田gintoki
sakata_kintoki_(fate),Sakata kintoki（命运）
sakawa_(kancolle),sakawa (kancolle)
sakuma_mayu,佐久间mayu
sakura_(fire_emblem),樱花（火焰标志）
sakura_chiyo,樱花chiyo
sakura_futaba,樱叶
sakura_kyouko,樱花kyouko
sakura_miko,樱花巫女
sakura_miku,樱花miku
sakuragi_mano,sakuragi马诺
sakurai_momoka,樱井憧憬
sakurajima_mai,樱岛麻衣
sakurauchi_riko,sakurauchi riko
samidare_(kancolle),samidare (kancolle)
samson_(skullgirls),参孙(skullgirls)
samuel_b._roberts_(kancolle),塞缪尔·罗伯茨（坎科尔）
samus_aran,萨姆丝亚兰
sanada_akihiko,sanada akihiko
sanageyama_uzu,sanageyama uzu
sand_cat_(kemono_friends),沙猫（kemono friends）
sangonomiya_kokomi,sangonomiya kokomi
saniwa_(touken_ranbu),三和（音）
sanji,山治
sans,无
sanya_v._litvyak,三亚诉利维亚克
sanzen'in_nagi,nagi sanzen除
saotome_alto,saotome中音
saotome_ranma,saotome漫画中
sapphire_birch,蓝宝石桦木
saratoga_(kancolle),萨拉托加(kancolle)
saren_(princess_connect!),萨伦（公主连接！）
saria_(arknights),saria (arknights)
sasaki_chie,佐佐木chie
sasaki_chiho,佐佐木chiho
sasaki_saku,佐佐木saku
sasha_braus,萨莎braus
satake_minako,satake minako
satanichia_kurumizawa_mcdowell,Satanichia kurumizawa麦克道尔
saten_ruiko,saten ruiko
satonaka_chie,satonaka chie
satou_kazuma,satou kazuma
satou_shin,satou胫骨
satsuki_(kancolle),五月(kancolle)
sawa_azusa,sawa阿
sawamura_spencer_eriri,Sawamura spencer eriri
saya_(saya_no_uta),Saya （Saya no uta）
sayo_samonji,sayo samonji
sazanami_(kancolle),“涟”(kancolle)二战
scathach_(fate),scathach(命运)
scathach_(swimsuit_assassin)_(fate),Scathach（泳装刺客）（命运）
scathach_skadi_(fate),命运的英文：
scheherazade_(fate),谢赫拉莎德(命运)
schwarz_(arknights),施瓦兹(arknights)
schwertkreuz,schwertkreuz
scorbunny,scorbunny
seaport_princess,海港的公主
seele_vollerei,seele vollerei
seeu,seeu
sei_shounagon_(fate),Sei shounagon（命运）
seiran_(touhou),seiran (touhou)
seiren_(suite_precure),Seiren（套房）
sekibanki,sekibanki
selene_(pokemon),月之女神(口袋妖怪)
selvaria_bles,selvaria提单
semiramis_(fate),塞米勒米斯(命运)
sendai_(kancolle),仙台(kancolle)
sendai_hakurei_no_miko,仙台hakurei no miko
sengoku_nadeko,仙谷由人nadeko
senji_muramasa_(fate),村正仙次（《命运》）
senjougahara_hitagi,senjougahara hitagi
senkawa_chihiro,senkawa神隐
senketsu,senketsu
sento_isuzu,sento五十铃
sephiroth,萨菲罗斯
serena_(pokemon),塞雷娜(口袋妖怪)
serizawa_asahi,serizawa朝日
serval_(kemono_friends),几个（kemono的朋友）
sesshouin_kiara,sesshouin kiara
seto_kousuke,濑户kousuke
setsuna_f._seiei,Setsuna f. seiei
sf-a2_miki,sf-a2杨爱瑾
shamal,夏马风
shameimaru_aya,shameimaru阿雅
shampoo_(ranma_1/2),洗发水（兰玛1/2）
shana,shana
shanghai_doll,上海娃娃
shannon_(umineko),香农(umineko)
shantae,shantae
sheffield_(azur_lane),谢菲尔德（蓝巷）
sheik,酋长
sheryl_nome,谢丽尔省
shibuya_rin,涩谷rin
shidare_hotaru,shidare萤
shigure_(kancolle),shigure (kancolle)
shihouin_yoruichi,shihouin yoruichi
shiina_mayuri,shiina mayuri
shiina_yuika,shiina yuika
shijou_takane,shijou takane
shiki_eiki,志贵eiki
shikinami_(kancolle),shikinami (kancolle)
shima_rin,日本岛rin
shimada_arisu,岛田arisu
shimakaze_(kancolle),shimakaze (kancolle)
shimamura_uzuki,shimamura uzuki
shimazu_yoshino,shimazu吉野
shindou_takuto,shindou takuto
shinjou_akane,shinjou akane
shinki_(touhou),shinki (touhou)
shinku,shinku
shinomiya_kaguya,shinomiya月亮
shinonome_nano,shinonome纳米
shinonono_houki,shinonono houki
shinshuu_maru_(kancolle),丸心（kancolle）
shiomi_kotone,shiomi kotone
shiomi_syuko,shiomi syuko
shirabe_ako,shirabe赤穗
shirai_kuroko,shirai kuroko
shirakami_fubuki,shirakami fubuki
shirakiin_ririchiyo,shirakiin ririchiyo
shiranui_(kancolle),shiranui (kancolle)
shiranui_flare,shiranui耀斑
shiranui_mai,shiranui麦
shirasagi_chisato,shirasagi chisato
shirasaka_koume,shirasaka koume
shirase_sakuya,shirase sakuya
shiratsuyu_(kancolle),shiratsuyu (kancolle)
shirayuki_(kancolle),shirayuki (kancolle)
shirayuki_hime,shirayuki他
shirley_fenette,雪莉fenette
shirogane_naoto,shirogane日本首相
shirogane_noel,shirogane诺尔
shirosaki_hana,shirosaki韩亚金融集团
shishiro_botan,shishiro botan
shizuka_rin,静香的rin
shoebill_(kemono_friends),Shoebill （kemono的朋友）
shokudaikiri_mitsutada,shokudaikiri mitsutada
shokuhou_misaki,shokuhou岬
shouhou_(kancolle),shouhou (kancolle)
shoukaku_(azur_lane),首阁（蓝巷）
shoukaku_(kancolle),shoukaku (kancolle)
shuten_douji_(fate),Shuten douji（命运）
shuu_(inazuma_eleven),Shuu （inazuma 11）
sieg_(fate),胜利(命运)
siege_(arknights),围攻(arknights)
signum,征
silence_(arknights),沉默(arknights)
silence_suzuka_(umamusume),寂静铃鹿（umumumumka）
silica,硅
silva_(granblue_fantasy),席尔瓦（granblue fantasy）
silver_(pokemon),银(口袋妖怪)
silver_fox_(kemono_friends),银狐（kemono friends）
simon_(ttgl),simon (ttgl)
sin_sack,罪袋
sinon,西农
sion_eltnam_atlasia,锡安·埃尔南·阿特拉西亚
sirius_(azur_lane),天狼星（蓝巷）
sirius_(azure_horizons)_(azur_lane),天狼星（蔚蓝的地平线）（蔚蓝的车道）
sirius_(scorching-hot_seirios)_(azur_lane),小天狼星（炙热系列）（蓝色通道）
siro_(dennou_shoujo_youtuber_siro),Siro （dennow shojo youtuber Siro）
skadi_(arknights),skadi (arknights)
skadi_the_corrupting_heart_(arknights),堕落之心斯卡迪（arknights）
skyla_(pokemon),skyla(口袋妖怪)
slaine_troyard,slaine troyard
slime_(dragon_quest),Slime（勇者斗恶龙）
slime_(genshin_impact),黏液（源心冲击）
small-clawed_otter_(kemono_friends),小爪水獭（kemono的朋友）
snivy,snivy
sobble,sobble
soga_no_tojiko,Soga no tojiko
sol_badguy,索尔badguy
soldier:_76_(overwatch),士兵：76（守望先锋）
soldier_(dq3),士兵(dq3)
solid_snake,固体蛇
sombra_(overwatch),sombra(看守)
son_gohan,儿子悟饭
son_goku,儿子悟空
sona_(league_of_legends),Sona（英雄联盟）
sonia_(pokemon),索尼娅(口袋妖怪)
sonia_nevermind,索尼娅无所谓
sonic_the_hedgehog,刺猬索尼克
sonoda_chiyoko,sonoda忏悔
sonoda_umi,sonoda umi
sonohara_anri,sonohara anri
sonozaki_mion,sonozaki mion
sonozaki_shion,sonozaki史昂
sonya_(kill_me_baby),桑娅（杀了我宝贝）
sophie_(tales),苏菲(故事)
sora_(kingdom_hearts),苍井空（王国之心）
sora_ginko,苍井空银杏
sorceress_(dragon's_crown),女巫（龙的王冠）
souryuu_(kancolle),souryuu (kancolle)
souryuu_asuka_langley,Souryuu asuka langley
souseiseki,souseiseki
spas-12_(girls'_frontline),spa -12（女生前线）
special_week_(umamusume),特别周（博物馆）
specter_(arknights),幽灵(arknights)
springfield_(girls'_frontline),春田镇（女孩前线）
squall_leonhart,暴风leonhart
squirtle,了杰
st._louis_(azur_lane),圣路易斯（蓝巷）
st._louis_(luxurious_wheels)_(azur_lane),圣路易斯（豪华车轮）（蓝色车道）
st_ar-15_(girls'_frontline),St ar-15（女童前线）
stakes_of_purgatory,炼狱的赌注
star_platinum,星铂
star_sapphire,明星蓝宝石
steven_stone,史蒂芬•斯特恩
stheno_(fate),stheno(命运)
stocking_(psg),袜子(psg)
strength_(black_rock_shooter),强度（黑岩射手）
su-san,su-san
subaru_nakajima,斯巴鲁及其
sucy_manbavaran,sucy manbavaran
sugimoto_reimi,杉本学说reimi
sugimoto_saichi,杉本学说saichi
sugiura_ayano,sugiura ayano
suigintou,suigintou
suiseiseki,suiseiseki
sukuna_shinmyoumaru,sukuna shinmyoumaru
sun_wukong,孙悟空
sunazuka_akira,sunazuka彰
sunny_milk,阳光明媚的牛奶
suomi_(girls'_frontline),Suomi（女孩前线）
suou_momoko,suou momoko
suou_pavlichenko,suou pavlichenko
super_pochaco,超级pochaco
super_sonico,超级sonico
surtr_(arknights),surtr (arknights)
suzuhara_lulu,suzuhara露露
suzuka_gozen_(fate),铃鹿gozen（命运）
suzukaze_(kancolle),suzukaze (kancolle)
suzukaze_aoba,suzukaze aoba
suzuki_jun,铃木君
suzumiya_haruhi,suzumiya haruhi
suzuran_(arknights),suzuran (arknights)
suzutsuki_(kancolle),suzutsuki (kancolle)
suzuya_(kancolle),suzuya (kancolle)
sylveon,sylveon
symboli_rudolf_(umamusume),象征鲁道夫（博物馆）
t-head_admiral,形上将
ta-class_battleship,ta-class战舰
tachibana_arisu,立花arisu
tachibana_hibiki_(symphogear),立花hibiki（交响乐）
tachibana_taki,立花塔基•
tada_riina,恩riina
taigei_(kancolle),taigei (kancolle)
taihou_(azur_lane),台州（蓝巷）
taihou_(enraptured_companion)_(azur_lane),泰侯（心醉神迷的同伴）（蓝巷）
taihou_(forbidden_feast)_(azur_lane),太侯（禁宴）（蓝巷）
taihou_(kancolle),taihou (kancolle)
tainaka_ritsu,tainaka变
takagaki_kaede,takagaki枫
takagi-san,takagi-san
takakura_himari,takakura himari
takamachi_nanoha,takamachi nanoha
takamaki_anne,takamaki安妮
takami_chika,takami糙斑
takamori_aiko,takamori爱子
takanami_(kancolle),高波号访华(kancolle)
takanashi_kiara,takanashi kiara
takanashi_rikka,takanashi莉佳
takao_(azur_lane),高雄（蓝巷）
takao_(kancolle),高雄(kancolle)
takara_miyuki,豆类鸠山幸
takarada_rikka,takarada莉佳
takasu_ryuuji,takasu ryuuji
takatsuki_yayoi,高摫之间的弥生
takeba_yukari,takeba yukari
takebe_saori,takebe纱织
takeda_harumi_(shiromanta),武田晴美（shiromanta）
takei_hisa,武井篇
takimoto_hifumi,takimoto hifumi
tako_(ninomae_ina'nis),Tako（忍者）
takoluka,takoluka
takumi_(fire_emblem),Takumi（火焰徽章）
tama_(kancolle),了一只名叫阿玉(kancolle)
tamaki_iroha,玉城丹尼iroha
tamamo_(fate),tamamo(命运)
tamamo_cat_(fate),Tamamo猫（命运）
tamamo_no_mae_(fate/extra),Tamamo no mae（命运/额外）
tamamo_no_mae_(swimsuit_lancer)_(fate),Tamamo no mae（泳装骑兵）（命运）
tamura_yuri,田村尤里
tanaka_mamimi,田中mamimi
tanamachi_kaoru,tanamachi kaoru
taneshima_popura,taneshima popura
tanikaze_(kancolle),tanikaze (kancolle)
tanned_cirno,鞣cirno
tanya_degurechaff,坦尼娅degurechaff
taokaka,taokaka
tartaglia_(genshin_impact),塔塔利亚（genshin撞击）
tashkent_(azur_lane),塔什干（蓝色巷）
tashkent_(kancolle),塔什干(kancolle)
tatara_kogasa,tatara kogasa
tatebayashi_sakurako,tatebayashi sakurako
tateyama_ayano,tateyama ayano
tatsumaki,tatsumaki
tatsumi_kanji,辰汉字
tatsuta_(kancolle),tatsuta (kancolle)
teana_lanster,东风日产天籁lanster
tedeza_rize,tedeza外衣
teireida_mai,teireida麦
temari_(naruto),temari(火影忍者)
ten'ou_haruka,十财产haruka
tendou_akane,tendou akane
tenjou_utena,天上utena
tenjouin_asuka,tenjouin阿苏卡
tenryuu_(kancolle),tenryuu (kancolle)
tenshi_(angel_beats!),天师（天使敲打！）
tepig,tepig
teruzuki_(kancolle),teruzuki (kancolle)
texas_(arknights),德州(arknights)
tharja_(fire_emblem),塔雅（火焰标志）
theresa_apocalypse,特蕾莎启示
tieria_erde,tieria大地之
tifa_lockhart,洛克哈特达成
tiki_(fire_emblem),提基（火焰徽章）
tina_branford,蒂娜布兰福德
tippy_(gochiusa),不安定的(gochiusa)
todoroki_shouto,todoroki shouto
toga_himiko,宽外袍himiko
tohno_akiha,tohno秋叶
tohno_shiki,tohno志贵
tohru_(maidragon),tohru (maidragon)
tohsaka_rin,tohsaka rin
tohsaka_tokiomi,tohsaka tokiomi
tokai_teio_(umamusume),东海teio（博物馆）
tokiko_(touhou),tokiko (touhou)
